ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Democratic,10/24/2020 12:00:00 AM,$0.65,$0.67,$0.62,$0.63,50369
Republican,10/25/2020 12:00:00 AM,$0.38,$0.39,$0.36,$0.36,63308
Democratic,10/25/2020 12:00:00 AM,$0.63,$0.67,$0.62,$0.66,50986
Republican,10/26/2020 12:00:00 AM,$0.36,$0.37,$0.34,$0.35,120577
Democratic,10/26/2020 12:00:00 AM,$0.66,$0.69,$0.64,$0.67,117873
Republican,10/27/2020 12:00:00 AM,$0.35,$0.37,$0.33,$0.36,126225
Democratic,10/27/2020 12:00:00 AM,$0.67,$0.68,$0.64,$0.64,107180
Republican,10/28/2020 12:00:00 AM,$0.36,$0.38,$0.29,$0.31,223386
Democratic,10/28/2020 12:00:00 AM,$0.64,$0.73,$0.64,$0.72,185323
Republican,10/29/2020 12:00:00 AM,$0.31,$0.31,$0.27,$0.30,163339
Democratic,10/29/2020 12:00:00 AM,$0.72,$0.74,$0.70,$0.73,115574
Republican,10/30/2020 12:00:00 AM,$0.30,$0.32,$0.29,$0.31,165378
Democratic,10/30/2020 12:00:00 AM,$0.73,$0.74,$0.71,$0.73,112548
Republican,10/31/2020 12:00:00 AM,$0.31,$0.35,$0.30,$0.34,186387
Democratic,10/31/2020 12:00:00 AM,$0.73,$0.73,$0.67,$0.68,133097
Republican,11/1/2020 12:00:00 AM,$0.34,$0.35,$0.27,$0.31,275412
Democratic,11/1/2020 12:00:00 AM,$0.68,$0.75,$0.68,$0.71,172696
Republican,11/2/2020 12:00:00 AM,$0.33,$0.37,$0.29,$0.34,522077
Democratic,11/2/2020 12:00:00 AM,$0.70,$0.74,$0.67,$0.70,355318
Republican,11/3/2020 12:00:00 AM,$0.34,$0.75,$0.22,$0.61,241146
Democratic,11/3/2020 12:00:00 AM,$0.70,$0.80,$0.20,$0.44,424232
Republican,11/4/2020 12:00:00 AM,$0.61,$0.76,$0.04,$0.07,1103912
Democratic,11/4/2020 12:00:00 AM,$0.44,$0.97,$0.28,$0.94,1235412
Republican,11/5/2020 12:00:00 AM,$0.07,$0.14,$0.05,$0.10,410391
Democratic,11/5/2020 12:00:00 AM,$0.94,$0.95,$0.91,$0.93,340939
Republican,11/6/2020 12:00:00 AM,$0.10,$0.11,$0.05,$0.07,242199
Democratic,11/6/2020 12:00:00 AM,$0.93,$0.96,$0.90,$0.94,292751
Republican,11/7/2020 12:00:00 AM,$0.07,$0.11,$0.06,$0.08,224996
Democratic,11/7/2020 12:00:00 AM,$0.94,$0.96,$0.90,$0.93,227937
