ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Democratic,12/2/2020 12:00:00 AM,$0.91,$0.92,$0.89,$0.89,26541
Republican,12/3/2020 12:00:00 AM,$0.10,$0.12,$0.09,$0.11,39032
Democratic,12/3/2020 12:00:00 AM,$0.89,$0.91,$0.89,$0.89,34765
Republican,12/4/2020 12:00:00 AM,$0.11,$0.13,$0.09,$0.11,28341
Democratic,12/4/2020 12:00:00 AM,$0.89,$0.91,$0.89,$0.89,41904
Republican,12/5/2020 12:00:00 AM,$0.11,$0.11,$0.09,$0.10,12555
Democratic,12/5/2020 12:00:00 AM,$0.89,$0.90,$0.89,$0.90,17884
Republican,12/6/2020 12:00:00 AM,$0.10,$0.13,$0.08,$0.12,35235
Democratic,12/6/2020 12:00:00 AM,$0.90,$0.92,$0.89,$0.90,39249
Republican,12/7/2020 12:00:00 AM,$0.12,$0.12,$0.08,$0.11,44426
Democratic,12/7/2020 12:00:00 AM,$0.90,$0.91,$0.89,$0.89,45207
Republican,12/8/2020 12:00:00 AM,$0.11,$0.13,$0.09,$0.10,45823
Democratic,12/8/2020 12:00:00 AM,$0.89,$0.91,$0.89,$0.90,18495
Republican,12/9/2020 12:00:00 AM,$0.10,$0.11,$0.09,$0.10,53232
Democratic,12/9/2020 12:00:00 AM,$0.90,$0.91,$0.89,$0.91,41368
Republican,12/10/2020 12:00:00 AM,$0.10,$0.11,$0.07,$0.07,108605
Democratic,12/10/2020 12:00:00 AM,$0.91,$0.95,$0.89,$0.93,140884
Republican,12/11/2020 12:00:00 AM,$0.07,$0.08,$0.02,$0.05,150505
Democratic,12/11/2020 12:00:00 AM,$0.93,$0.98,$0.91,$0.96,220591
Republican,12/12/2020 12:00:00 AM,$0.05,$0.06,$0.03,$0.05,60688
Democratic,12/12/2020 12:00:00 AM,$0.96,$0.98,$0.95,$0.96,108548
Republican,12/13/2020 12:00:00 AM,$0.05,$0.06,$0.04,$0.04,29999
Democratic,12/13/2020 12:00:00 AM,$0.96,$0.97,$0.96,$0.96,70454
Republican,12/14/2020 12:00:00 AM,$0.04,$0.07,$0.03,$0.05,71353
Democratic,12/14/2020 12:00:00 AM,$0.96,$0.97,$0.93,$0.96,116255
Republican,12/15/2020 12:00:00 AM,$0.05,$0.05,$0.05,$0.05,0
Democratic,12/15/2020 12:00:00 AM,$0.96,$0.96,$0.96,$0.96,0
